id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3191,Malleson Garden Cottage,3754,Brigitte,,Ward 57,-33.94739,18.476,Entire home/apt,436,3,63,2022-03-23,0.59,1,331,9,
15007,Blaauwberg House,59072,Dirk,,Ward 23,-33.80001,18.46063,Entire home/apt,2769,2,36,2022-02-25,0.36,5,273,7,
15068,Grande Bay,59318,Linda,,Ward 23,-33.78799,18.46082,Entire home/apt,2800,4,0,,,10,365,0,
15077,Top relaxed beach living in style,59342,Georg,,Ward 4,-33.85812,18.49043,Private room,1853,5,5,2016-12-10,0.04,6,227,0,
15199,Self catering apartment,59694,Alexa,,Ward 115,-33.91044,18.41239,Entire home/apt,2500,14,2,2016-04-15,0.02,1,365,0,
15285,Waterford-Guinea Fowl Self Catering,59964,Chris+Alison,,Ward 71,-34.03863,18.43128,Entire home/apt,1600,2,11,2022-01-17,0.09,3,34,2,
15331,Mountview Accommodation,60058,Francis,,Ward 60,-33.97069,18.49697,Entire home/apt,596,2,3,2014-01-13,0.02,1,180,0,
15354,"Aurora Self Catering Units, Durbanville, Cape Town",60196,Ian,,Ward 112,-33.82924,18.63144,Entire home/apt,650,3,0,,,1,364,0,
15480,In hip designer district of Cape T.,60443,Jean,,Ward 115,-33.92876,18.42247,Entire home/apt,550,29,21,2022-02-28,0.15,1,273,2,
15704,Hollywood Mansion & Spa Camps Bay with Butler,61441,Kevin,,Ward 54,-33.96462,18.37595,Entire home/apt,22232,4,1,2017-11-14,0.02,7,247,0,
16259,Chambery - luxury self catering,63255,Cheryl,,Ward 59,-33.99463,18.46505,Entire home/apt,907,2,14,2022-03-14,0.15,3,286,5,
18499,Rooms in Halaal Villa Cape Town De Tijger,71221,Abe,,Ward 2,-33.88856,18.59054,Private room,858,7,0,,,1,364,0,
19271,Largo House self catering suite,73439,Beverley,,Ward 59,-33.97905,18.45676,Entire home/apt,551,2,73,2022-03-26,0.59,3,321,15,
19384,2 bed home with a view under Table Mountain.,73764,Ingrid,,Ward 77,-33.92667,18.40623,Entire home/apt,1200,1,6,2020-01-29,0.10,1,174,0,
19561,Apartment in Durbanville,74188,Cherry,,Ward 103,-33.84192,18.67661,Private room,2908,2,0,,,1,364,0,
19658,Private Room,74504,Ricardo,,Ward 5,-33.87058,18.53464,Private room,1454,7,0,,,1,365,0,
20125,Double Bedr0om to Rent,76161,Debbie,,Ward 73,-34.02811,18.48246,Private room,1284,1,0,,,1,365,0,
20263,Villa Honeywood Five Star Self Catering Villa,837661,Daniel,,Ward 64,-34.13572,18.42007,Entire home/apt,6000,3,0,,,2,312,0,
20403,Light and Bright Somerset,76971,Bronwyn,,Ward 84,-34.10303,18.87076,Entire home/apt,7998,7,0,,,1,365,0,
20670,ROOM TO LET,78185,Gill,,Ward 64,-34.09117,18.48396,Private room,1091,3,0,,,1,0,0,
22994,Heritage Home in Cape Town suburbs,89107,Sandra,,Ward 58,-33.95733,18.4881,Entire home/apt,1163,7,15,2022-01-10,0.10,1,94,1,
24670,The Original Majestic Apartment - Kalk Bay,100431,Grant,,Ward 64,-34.12549,18.44792,Entire home/apt,2000,4,16,2019-11-19,0.22,2,331,0,
28702,Waterford-Paddaplek Self Catering,59964,Chris+Alison,,Ward 71,-34.03765,18.43083,Hotel room,1000,2,0,,,3,26,0,
28707,Waterford-Sunbird  B&B Suite,59964,Chris+Alison,,Ward 71,-34.03644,18.431,Entire home/apt,1200,2,5,2022-02-20,0.04,3,289,1,
36347,"Cosy, Downtown Loft with Mountain Views over Rooftop Deck",156196,Alan,,Ward 115,-33.92456,18.42238,Entire home/apt,1003,28,267,2021-06-30,2.77,3,0,1,
36483,"Stylish Studio With Kitchenette,Pool,Parking &Wifi",156910,Dave,,Ward 107,-33.8212,18.48323,Private room,650,3,37,2020-02-17,0.29,6,365,0,
36485,Stunning Studio Close To The Beach Cape Town,156910,Dave,,Ward 107,-33.81849,18.48452,Private room,650,3,27,2019-11-01,0.20,6,365,0,
36499,Lovely Garden Cottage Close To The Beach Cape Town,156910,Dave,,Ward 107,-33.81933,18.48403,Entire home/apt,650,3,32,2022-02-12,0.25,6,345,1,
44334,Purple House on Jarvis B&B,194391,Guido & Henk,,Ward 115,-33.91405,18.41575,Private room,1400,2,23,2016-07-18,0.18,2,0,0,
54730,Huge Bright Sunny 3 Bedroom 2 Bathroom in Fresnaye,253705,Michael,,Ward 54,-33.9216,18.38895,Entire home/apt,861,365,0,,,1,365,0,
82212,Perfect Beachfront Apartment,404176,Gayle,,Ward 54,-33.91788,18.38626,Entire home/apt,1379,3,29,2020-12-23,0.23,6,233,0,
96036,Unique Town House -Green Point,510489,Christan,,Ward 115,-33.91113,18.40864,Entire home/apt,2200,4,21,2022-01-13,0.17,1,208,2,
97100,Cape Cottage,512746,Revere,,Ward 70,-33.88279,18.62065,Private room,900,3,0,,,1,364,0,
101292,ChicShak Self Catering Accommodation in Muizenberg,531026,Carey,,Ward 64,-34.10314,18.47446,Entire home/apt,450,1,36,2022-02-28,0.33,1,331,7,
103507,The Lion Room,539579,Antony,,Ward 77,-33.93326,18.40511,Private room,1609,2,43,2019-01-01,0.33,6,0,0,
106673,Omega 4. Wouldn't you like to safely live here?,552892,Mike,,Ward 23,-33.80488,18.46716,Entire home/apt,795,2,21,2021-12-24,0.24,3,331,1,
114218,Mid-century House with Breathtaking Views,579839,Oliver,,Ward 77,-33.93903,18.39973,Entire home/apt,5744,5,22,2021-01-01,0.18,1,42,0,
122455,Cape Town Yellow 💛 lifestyle with Sea Views!,613674,Randolf,,Ward 115,-33.91074,18.40563,Entire home/apt,3429,1,8,2022-03-26,3.29,1,256,8,
133339,Constantia Villa - Cape Town,654987,Alice,,Ward 77,-33.93541,18.40407,Private room,1000,3,91,2022-03-10,0.71,3,362,1,
141734,Windermere Quinns Holiday Home,689156,Sylvia & Dieter,,Ward 84,-34.07655,18.88112,Private room,479,6,1,2014-08-12,0.01,1,363,0,
146905,BLUE ROBIN BEACHFRONT HOLIDAY HOME,710206,Pam,,Ward 23,-33.80229,18.46014,Entire home/apt,950,7,5,2020-01-10,0.08,1,290,0,
179131,BeachApartment @Strand nearCapeTown,857523,Irina,,Ward 85,-34.12314,18.83079,Entire home/apt,850,3,0,,,1,263,0,
200211,Beautiful & Cosy Ocean View Apartment - must see!,978466,Anne-Lotte,,Ward 54,-33.91546,18.39493,Entire home/apt,1314,3,103,2022-03-11,0.81,1,175,4,
218269,Spacious Heritage Cottage in the City-Safe&Cosy,255784,Don & Jaco,,Ward 115,-33.93164,18.40916,Entire home/apt,822,2,77,2022-01-22,0.60,5,301,6,
231402,Braeside House Loft Apartment,1209960,Stuart,,Ward 115,-33.90974,18.40512,Entire home/apt,1171,3,99,2022-02-05,0.79,2,308,3,
255987,"Bellevue Manor Guest House, SEA POINT, CAPE TOWN",1345936,Gary,,Ward 54,-33.91478,18.39179,Private room,799,2,32,2022-03-24,0.64,6,362,5,
263584,Sandyshores Self-Catering  Accommodation Blouberg,1383294,Sandy,,Ward 107,-33.82092,18.47877,Entire home/apt,850,2,2,2018-01-08,0.02,1,362,0,
274403,No. 1-Isasa (twin/double room),1435034,Thomas & Elke,,Ward 84,-34.09128,18.84207,Hotel room,980,1,5,2015-02-25,0.05,5,325,0,
275876,"Kloof Street Cottage, huge deck & panoramic views",1441807,Martin,,Ward 115,-33.93109,18.40717,Entire home/apt,1038,2,146,2019-07-26,1.18,1,1,0,
281316,The Lions Private Buffalo Apartment,539579,Antony,,Ward 77,-33.93099,18.40566,Entire home/apt,1815,2,20,2016-03-13,0.16,6,28,0,
282586,Cottage de la Mer with Private Terrace and Dream Pool,1384294,Patrick,,Ward 54,-33.92659,18.38326,Entire home/apt,2293,3,28,2022-02-26,0.32,1,315,3,
282606,Comfortable and pretty room with experienced hosts,77323658,Andries,,Ward 59,-33.99766,18.4682,Private room,260,2,38,2022-01-19,0.34,4,331,2,
283053,Braeside House Main Apartment,1209960,Stuart,,Ward 115,-33.90974,18.40512,Entire home/apt,1171,3,64,2022-01-15,0.52,2,276,4,
286894,SPOIL YOURSELF IN STYLE and COMFORT,1492767,Paul,,Ward 54,-33.92285,18.38273,Entire home/apt,1250,90,19,2016-06-09,0.15,2,364,0,
291205,"""Sevensleepers"" Holiday Apartment",1512563,Hanne,,Ward 71,-34.07028,18.44949,Entire home/apt,850,3,14,2022-02-20,0.13,1,309,3,
292170,"Gay-friendly, City Bowl  Cape Town",1513113,Sandra,,Ward 77,-33.9343,18.42098,Private room,500,3,6,2021-12-27,0.07,2,364,1,
298622,Stunning Sea View apt in the Cape,1539169,Diane,,Ward 61,-34.20866,18.45794,Entire home/apt,1250,2,66,2022-03-21,0.54,1,275,2,
357993,Beach View Studio with Balcony Walkout,1811942,Shannon,,Ward 54,-33.96296,18.37931,Entire home/apt,1429,2,104,2022-01-01,1.06,3,301,2,
363935,Surfers' Dream,1838554,Antje,,Ward 64,-34.10183,18.47495,Entire home/apt,1300,7,4,2020-12-30,0.05,2,0,0,
370531,Light & Fun House in Cape Town,1867661,Claudia,,Ward 57,-33.93902,18.46766,Entire home/apt,582,7,19,2022-01-08,0.16,1,329,1,
390198,Fabulous views,1952066,Rita,,Ward 54,-33.91239,18.3908,Private room,486,4,52,2022-03-14,0.43,3,309,4,
395538,5-star Penthouse with amazing views,1976676,Hiske,,Ward 115,-33.92393,18.42123,Entire home/apt,2500,5,7,2018-01-02,0.06,1,268,0,
400107,Camps Bay Villa with Mountain Views near the Beach,1997313,Shirley,,Ward 54,-33.95259,18.37952,Entire home/apt,7000,3,34,2022-03-18,0.31,7,299,3,
428550,Tristan's (self-catering) Beach House,2130446,Heather,,Ward 61,-34.137981,18.328871,Entire home/apt,4500,2,2,2015-04-27,0.02,3,360,0,
439185,Stylish Victorian Home close to Kloof Street,2181940,Jessica,,Ward 77,-33.93669,18.40654,Entire home/apt,6000,3,12,2021-01-13,0.10,5,86,0,
469356,Beautiful spacious cottage in upper Zwaanswyk,2256975,Diana,,Ward 71,-34.06806,18.41225,Entire home/apt,3414,2,2,2020-03-01,0.05,1,68,0,
471729,Seaview cottage in Scarborough,2339584,Gregory,,Ward 61,-34.19953,18.37765,Entire home/apt,873,2,63,2021-04-18,0.70,2,233,2,
473856,Explore Cape Town from a Cosy Apartment in a Prime Location,2349400,Katrin,,Ward 115,-33.92636,18.41459,Entire home/apt,1202,1,160,2021-01-06,1.35,3,41,0,
474596,5 bedroom holiday home to rent in Cape Town,2352753,Cindy,,Ward 58,-33.96919,18.4882,Entire home/apt,7000,7,2,2019-01-03,0.04,1,358,0,
487218,Cape Standard | Stylish Annex Room,914135,Cape Standard,,Ward 115,-33.90944,18.40349,Private room,2300,4,1,2013-04-19,0.01,4,327,0,
487232,Cape Standard  | Queen room with Air Con,914135,Cape Standard,,Ward 115,-33.90945,18.40333,Private room,3200,2,3,2016-02-23,0.03,4,355,0,
487261,Tamboerskloof Quaint Garden Studio,914135,Cape Standard,,Ward 77,-33.92748,18.40151,Private room,750,2,6,2021-11-11,0.05,4,0,2,
498170,En-suite With Separate Entrance in Green Point,2459900,Odette,,Ward 115,-33.90783,18.4044,Private room,463,1,194,2022-01-08,1.63,2,266,11,
511147,Your Home from Home,2459900,Odette,,Ward 115,-33.90971,18.40401,Entire home/apt,1201,30,0,,,2,267,0,
511414,"312 Rockwell - Sunny + Modern with Balcony, AirCon and WiFi",2516345,Jaco,,Ward 115,-33.91659,18.41918,Entire home/apt,1594,3,4,2020-12-06,0.04,65,257,0,
512371,"Spectacular Views with AirCon, Free Wifi &amp;amp; Parking",2516345,Jaco,,Ward 115,-33.91576,18.42004,Entire home/apt,1594,3,12,2020-03-01,0.11,65,0,0,
514629,Modern design flat with ocean view,2534542,Tim & Diana,,Ward 77,-33.93584,18.43287,Entire home/apt,799,30,56,2020-04-06,0.52,1,332,0,
516875,"Rockwell 2bed, 2bath, Waterkant,  high floor&views",1210580,Willem,,Ward 115,-33.91501,18.41935,Entire home/apt,1413,3,75,2022-03-23,0.66,3,265,3,
518545,"J10 Adderley - CBD Loft. Free WiFi, Parking, Gym, Balcony and BBQ",2516345,Jaco,,Ward 115,-33.92285,18.4228,Entire home/apt,1889,3,5,2021-11-14,0.06,65,341,1,
518726,COLLINGWOOD STUD Entire Guest House,2552379,David,,Ward 105,-33.81074,18.62143,Private room,5950,4,3,2016-01-03,0.03,3,358,0,
518837,5 Kingfisher: Studio apartment with a view,2552971,Lucinda,,Ward 61,-34.13877,18.33317,Entire home/apt,675,1,30,2022-03-10,0.75,2,162,5,
537809,1208 Four Seasons - Near Everywhere You Want To Be. Wifi. Parking. Gym,2516345,Jaco,,Ward 115,-33.9289,18.42146,Entire home/apt,1282,3,10,2020-12-15,0.09,65,0,0,
543206,2OceansApartments Adult Only SelfCatering Studio 1,2670647,Anja & Thomas,,Ward 69,-34.12146,18.39356,Private room,980,2,3,2019-12-26,0.03,2,361,0,
553936,Modern Beach Front Apartment in Bloubergstrand,65714,John,,Ward 23,-33.81839,18.47531,Entire home/apt,1003,4,1,2022-03-07,1,2,74,1,
562793,1007 Quayside - De Waterkant Apartment. Spacious Balcony and Mountain View,2516345,Jaco,,Ward 115,-33.91815,18.42085,Entire home/apt,1889,3,21,2022-02-09,0.18,65,349,4,
563459,Spacious bedroom in Family Green Point home,2762369,Karis,,Ward 115,-33.90866,18.40326,Private room,650,2,24,2022-03-23,0.32,2,347,10,
565844,Makai Surf Lodge Cape Town,2782178,Rik,,Ward 113,-33.83094,18.49603,Private room,719,4,4,2015-01-11,0.04,1,364,0,
576458,Bree Street Loft - City Centre,2835853,P.,,Ward 115,-33.92292,18.418,Entire home/apt,1018,2,130,2022-02-26,1.16,1,329,6,
590826,Cape Town Waterfront Apartment,2915241,Nicole,,Ward 115,-33.913,18.42489,Entire home/apt,2350,2,9,2019-09-30,0.09,4,363,0,
606963,Lovely Guesthouse with Old-Fashioned Service and Ocean View,3007248,Florian,,Ward 64,-34.12555,18.44886,Private room,950,1,72,2022-03-11,0.65,21,340,15,
613068,"Our family home, nice and cozy well",2600948,Justino,,Ward 21,-33.88132,18.63897,Entire home/apt,2800,1,0,,,1,365,0,
617238,"Stylish Apartment with Large, Covered Balcony",1852795,Jenny,,Ward 115,-33.91602,18.41923,Entire home/apt,1100,5,36,2021-01-02,0.32,3,316,0,
636290,"14 Harbour Terrace - Colourful Loft with Free Wifi, Parking and gym",2516345,Jaco,,Ward 115,-33.91191,18.41603,Entire home/apt,1162,3,7,2019-11-16,0.08,65,55,0,
650049,"City Slicker Double Volume Loft, Awesome Table Mountain View",2824970,Claire,,Ward 115,-33.91789,18.41844,Entire home/apt,1421,4,219,2022-03-10,2.12,1,349,14,
653488,Twin Bedroom with Full bathroom,3006485,Gordon,,Ward 115,-33.91132,18.4153,Private room,847,2,12,2022-02-28,0.12,3,358,4,
659419,Self catering 3 bedrooms 3 bathrooms,3326652,Fabrizio,,Ward 4,-33.85342,18.49401,Entire home/apt,1438,2,31,2022-03-27,0.60,12,284,10,
660090,Separate entrance 2 bedrooms 2 bathrooms flat,3326652,Fabrizio,,Ward 4,-33.85363,18.49401,Entire home/apt,958,1,9,2022-01-06,0.15,12,267,4,
660099,One bedroom apartment,3326652,Fabrizio,,Ward 4,-33.85363,18.49401,Entire home/apt,559,1,8,2021-09-17,0.24,12,254,4,
668544,"Llandudno Beach Apartment, private and secure.",3384207,Brenda,,Ward 74,-34.00874,18.34198,Entire home/apt,4800,3,30,2021-11-07,0.30,1,338,1,
669623,Chic 3 Bedroom Townhouse,2758015,Mario,,Ward 112,-33.82722,18.63676,Entire home/apt,2950,2,11,2021-12-31,0.11,1,365,1,
670616,Bo Kaap Garden Flat (Cape Town),227103,Joy,,Ward 77,-33.9184,18.41611,Entire home/apt,829,1,48,2022-02-05,0.42,5,335,1,
672103,Magical manor house,3408518,Marc,,Ward 71,-34.04267,18.42773,Entire home/apt,5000,7,9,2022-01-06,0.08,1,194,1,
675177,501 New Cumberland - Stunning Beachfront Penthouse. Spectacular Views!,2516345,Jaco,,Ward 115,-33.90081,18.40596,Entire home/apt,3958,3,18,2021-09-27,0.27,65,306,1,
678993,Bay Leaf Cottage,3455821,Gwendoline,,Ward 57,-33.93607,18.46662,Entire home/apt,829,2,50,2022-03-04,0.45,1,328,5,
686495,Perfectly positioned Bakoven home,3517753,Odette,,Ward 54,-33.96057,18.37866,Entire home/apt,6000,5,8,2022-01-05,0.09,2,362,1,
690609,"Sunny, spacious & centrally located",212014848,Ashley,,Ward 57,-33.93746,18.46708,Entire home/apt,751,3,156,2022-03-09,1.36,2,143,15,
697880,Private Garden Cottage,3576139,Angela,,Ward 57,-33.93562,18.44327,Entire home/apt,750,2,184,2022-03-14,1.63,3,332,10,
706632,Winelands Heaven.,3632181,Alfred,,Ward 15,-34.05592,18.85206,Private room,236,7,4,2016-12-16,0.04,1,146,0,
708351,Cape Cottage-A Home Away From Home,3642757,Jessica,,Ward 64,-34.08444,18.47744,Entire home/apt,1000,2,100,2022-03-27,0.88,1,94,21,
731764,Lido Beach Front Apartment with Sea Views,3809204,Chantal,,Ward 54,-33.91953,18.38404,Entire home/apt,2500,7,9,2022-01-07,0.22,7,14,1,
731882,African Beach Studio 1 - Ocean Facing,3809204,Chantal,,Ward 115,-33.90204,18.39954,Entire home/apt,1800,3,19,2020-12-11,0.22,7,358,0,
732339,Zebra Place Self Catering Rosendal Bellville. CT,3812467,Otto,,Ward 21,-33.86673,18.64441,Entire home/apt,660,2,48,2022-03-14,0.56,3,311,15,
732409,Guinea Fowl Self Catering  Bellville. Rosendal. CT,3812467,Otto,,Ward 21,-33.8668,18.64443,Entire home/apt,650,2,47,2022-02-06,0.41,3,320,8,
736534,Enjoy a Private Room in Chartfield Guesthouse,3007248,Florian,,Ward 64,-34.12637,18.44963,Private room,1100,1,57,2022-02-28,0.76,21,344,16,
742345,Room with a View - Green Point,3886732,Koos,,Ward 115,-33.90999,18.41148,Entire home/apt,779,3,7,2022-01-28,0.22,75,185,4,
751120,Open plan family home with pool and cottage,2210731,Martin And Janis,,Ward 58,-33.98061,18.4793,Entire home/apt,1800,8,8,2020-01-06,0.08,1,12,0,
751785,P4 Albany - Instaworthy Views. Free Parking. Walk Everywhere,2516345,Jaco,,Ward 115,-33.9242,18.42451,Entire home/apt,1162,3,13,2018-02-10,0.12,65,274,0,
753843,"Location & personality! 413 Cascades, Green Point.",3902221,Samantha,,Ward 115,-33.9096,18.41316,Entire home/apt,879,2,31,2018-08-09,0.27,1,0,0,
754780,Large and clean room in a house,3971841,John,,Ward 57,-33.93662,18.46369,Private room,3912,14,0,,,1,365,0,
759412,Beachside House with Rustic Thatched Ceiling,4002902,Trish,,Ward 61,-34.13112,18.33394,Entire home/apt,8500,2,44,2021-10-17,0.45,1,317,2,
759767,Woodbridge Island Townhouse in private estate.,4004504,Steven,,Ward 55,-33.88632,18.48759,Entire home/apt,1400,7,15,2021-01-05,0.13,1,365,0,
768582,Stylish and bright Sea Point 1-Bed apartment,4054512,Lizzie,,Ward 54,-33.91449,18.39401,Entire home/apt,630,5,10,2021-01-02,0.09,1,84,0,
771176,African Sun,4065747,Don,,Ward 77,-33.93986,18.42288,Entire home/apt,370,2,241,2022-01-26,2.13,1,301,5,
772431,Klipview Beach Cottage -Scarborough,4075717,Phillip And Susan,,Ward 61,-34.19873,18.376,Entire home/apt,1701,3,11,2015-08-25,0.11,1,362,0,
776601,Beautiful Heritage Home,4094560,Amelia,,Ward 77,-33.94297,18.41952,Entire home/apt,7571,7,2,2020-01-10,0.03,4,365,0,
777305,804 The Bay - Elegant Beachfront Home. Balcony and Parking,2516345,Jaco,,Ward 23,-33.81565,18.47259,Entire home/apt,1597,3,11,2020-12-17,0.12,65,27,0,
777329,J101 Waterstone - Complete Modern Living. Urban Location. Canal View,2516345,Jaco,,Ward 55,-33.88526,18.51489,Entire home/apt,1904,3,5,2022-01-31,0.06,65,0,1,
778089,Tristan's Beach House - Cape Town,2130446,Heather,,Ward 61,-34.138901,18.328859,Entire home/apt,4500,2,14,2022-01-09,0.13,3,358,5,
782166,Wessels House Studio,2604213,Chris,,Ward 115,-33.91136,18.41357,Entire home/apt,792,2,24,2020-12-23,0.21,3,296,0,
782208,Wessels House-Home from home private Garden & pool,2604213,Chris,,Ward 115,-33.91136,18.41357,Entire home/apt,4936,3,158,2022-03-15,1.41,3,239,15,
784349,Stay at the foot of Table Mountain!,4136097,Ralf,,Ward 77,-33.94423,18.41244,Entire home/apt,1497,2,30,2021-05-12,0.27,2,196,1,
790177,Gables Rest Self Catering Unit Somerset West,4171143,Rob,,Ward 84,-34.0808,18.85997,Entire home/apt,1400,3,1,2018-01-01,0.02,1,344,0,
795400,"Woodstock House, Cape Town",4190050,Rob,,Ward 57,-33.93214,18.45167,Entire home/apt,1100,7,6,2019-01-07,0.07,1,362,0,
795614,Architectural Home Magnificent View,4173981,Lisa,,Ward 77,-33.92839,18.40357,Entire home/apt,4201,10,16,2019-05-03,0.16,2,53,0,
800546,Glen Beach Villa Three with Seventy Meters to the Beach,4214801,Mary-Louise,,Ward 54,-33.9469,18.37914,Entire home/apt,8600,1,61,2022-03-13,0.71,13,312,10,
800623,Glen Beach Penthouse On the beach in camps bay,4214801,Mary-Louise,,Ward 54,-33.94707,18.37825,Entire home/apt,8429,1,79,2021-11-28,0.91,13,246,8,
801399,"Bright, Colorful Green Point Apartment, Exclusive Poolside Views of the Ocean.",4218169,Roy,,Ward 115,-33.91125,18.40129,Entire home/apt,1222,3,87,2022-02-07,0.81,3,208,22,
801922,"19 LOADER STR, De Waterkant",4218169,Roy,,Ward 77,-33.9146,18.41388,Entire home/apt,1800,4,24,2021-11-14,0.24,3,51,4,
801953,123 Ocean View Dr Apartment,4218169,Roy,,Ward 115,-33.91112,18.40273,Entire home/apt,1685,3,35,2021-10-02,0.38,3,229,3,
801981,The Perfect Holiday Home in Cape Town,4221634,Tim,,Ward 74,-34.04129,18.36164,Entire home/apt,3000,3,14,2021-12-28,0.14,2,118,1,
807366,Cosy Cape Town Beach Cottage In Security Estate,4248754,Michaela,,Ward 55,-33.8846,18.48588,Entire home/apt,1118,5,23,2022-01-01,0.24,1,174,1,
810042,Pineapple Cottage - Kalk Bay,4260566,Carol,,Ward 64,-34.12919,18.448,Entire home/apt,1500,3,22,2022-03-02,0.20,2,142,6,
811611,8 On Burnside Under Table Mountain!,4267926,Ursula,,Ward 115,-33.93058,18.40854,Entire home/apt,979,2,248,2022-03-14,2.26,1,325,20,
812750,Lovely Room in 'The White House',3576139,Angela,,Ward 57,-33.93595,18.44451,Private room,650,2,77,2020-01-29,0.69,3,361,0,
820332,The Lions Guest House–Elephant Room,539579,Antony,,Ward 77,-33.93135,18.40631,Private room,1609,1,9,2022-01-01,0.09,6,27,1,
841353,The Leopard Room,539579,Antony,,Ward 77,-33.93247,18.40552,Private room,1609,1,8,2022-01-03,0.07,6,27,2,
841355,The Rhino Room,539579,Antony,,Ward 77,-33.93103,18.40462,Private room,1480,1,20,2017-02-19,0.18,6,27,0,
841358,Whale Room - Lions Guest House,539579,Antony,,Ward 77,-33.93191,18.40499,Private room,1452,1,1,2015-04-26,0.01,6,27,0,
842387,The perfect place to stay and meet,4397998,Adam,,Ward 77,-33.93008,18.40549,Private room,351,2,78,2022-03-05,0.70,14,306,4,
848061,Blue Charm Garden Cottage,4427614,Tania,,Ward 63,-34.01896,18.48062,Private room,600,2,8,2020-03-09,0.07,1,364,0,
855361,"Spacious, Peaceful Estate with Mountain Views",4468950,Ashley & Debbie,,Ward 74,-34.01501,18.36165,Entire home/apt,2157,2,20,2021-05-16,0.19,3,249,1,
857701,Bay Splendour in Simon's Town (Self Catering),4486696,Fatima,,Ward 61,-34.18086,18.42311,Entire home/apt,2429,3,22,2022-02-27,0.42,1,332,9,
858532,Stylish Fully Equipped City Loft,4492187,David,,Ward 115,-33.92607,18.42532,Entire home/apt,850,7,32,2022-02-28,0.33,1,354,1,
861257,The perfect place to stay and meet,4397998,Adam,,Ward 77,-33.93011,18.40566,Private room,351,2,42,2022-01-24,0.41,14,325,3,
875916,Llandudno Beach Penthouse 5 minutes from the beach,4625439,Maureen,,Ward 74,-34.00828,18.34458,Entire home/apt,1714,2,3,2022-01-27,0.07,4,355,1,
879450,Mountain View Studio Apartment,692331,Louie,,Ward 58,-33.97675,18.47225,Entire home/apt,1091,2,76,2022-03-20,0.73,2,344,2,
887577,Lakehouse on the water in Ecoestate,4706907,Bridget,,Ward 69,-34.11762,18.37963,Entire home/apt,7271,10,2,2020-01-06,0.05,1,0,0,
889470,Taste of Tuscany,3006485,Gordon,,Ward 112,-33.82482,18.64252,Private room,550,7,0,,,3,270,0,
893053,At Greenmarket Place apartment - stunning views,4749338,Katia,,Ward 115,-33.92222,18.41999,Entire home/apt,1400,2,32,2021-04-25,0.33,2,339,1,
897063,Central and Beautiful,3007944,Ian,,Ward 115,-33.91233,18.41226,Entire home/apt,610,3,79,2021-11-03,0.71,3,145,3,
900141,"Kapstadt, Milnerton Garden Cottage",4806391,Peter,,Ward 55,-33.87805,18.4963,Entire home/apt,958,4,17,2022-03-09,0.19,1,254,4,
900802,Belvedere on Barkley - Oak Suite,4812503,June,,Ward 58,-33.96002,18.48096,Private room,600,1,5,2022-03-17,0.20,2,216,3,
906093,Table Mountain View Bachelor Home Away From Home,2469634,Clyde,,Ward 115,-33.91278,18.41511,Entire home/apt,529,4,61,2022-03-10,0.58,2,262,10,
919640,luxury home in upmarket constantia,4940476,Andrew,,Ward 73,-34.02218,18.45549,Entire home/apt,7271,14,0,,,1,365,0,
924525,Neptune Isle 301,3961453,Blouberg Holiday Rentals,,Ward 55,-33.893059,18.482252,Entire home/apt,2021,2,8,2022-02-13,0.13,74,334,4,
930318,Penthouse with Panoramic Sea Views,5011034,Kerri And Kelly From Blue Views,,Ward 54,-33.95952,18.3757,Entire home/apt,7286,4,10,2020-12-09,0.10,9,212,0,
930469,Penthouse with Sweeping Sea and Mountain Views,5011034,Kerri And Kelly From Blue Views,,Ward 54,-33.96061,18.37578,Entire home/apt,13571,3,12,2020-12-15,0.24,9,248,0,
930476,Breathtaking Ocean Views from a Luxury Beach Villa,5011034,Kerri And Kelly From Blue Views,,Ward 54,-33.96041,18.37494,Entire home/apt,15421,3,12,2021-10-20,0.21,9,263,3,
930482,Contemporary Serviced Apartment near Bakoven Beaches,5011034,Kerri And Kelly From Blue Views,,Ward 54,-33.96065,18.37492,Entire home/apt,11521,1,4,2019-03-03,0.09,9,291,0,
930488,"Best location with pool, 50 meters to Beach",5011034,Kerri And Kelly From Blue Views,,Ward 54,-33.96035,18.37424,Entire home/apt,17100,3,7,2019-11-19,0.13,9,87,0,
933618,"Primaview, Camps Bay, Cape Town",5033305,Jono,,Ward 54,-33.95355,18.38767,Entire home/apt,2147,4,198,2022-03-21,1.79,1,43,39,
957549,Braemar Cottage,5207475,Beth,,Ward 57,-33.95111,18.48185,Entire home/apt,950,3,47,2022-03-02,0.46,1,347,5,
969627,MY AFRICA HOME Home away from home,5295920,Laura,,Ward 113,-33.82998,18.50052,Entire home/apt,1936,14,4,2019-11-26,0.05,1,85,0,
988881,"Long lease, Cape Town, unfurnished.",5428414,Naomi,,Ward 74,-34.03302,18.36112,Entire home/apt,367,360,0,,,1,365,0,
1002060,Harbour Lights-Simon's Town,5510268,Natalie,,Ward 61,-34.19545,18.44126,Entire home/apt,1070,28,16,2020-12-26,0.24,8,360,0,
1005168,"Sea view Villa in Secure Gated  Estate ,Cape Town",5528437,Nicky,,Ward 74,-34.01217,18.35776,Entire home/apt,5500,12,7,2019-12-29,0.07,1,104,0,
