id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
35692124,Budget Double Room with Shared Bathroom,267842476,Ashley,,Ward 115,-33.90791,18.40407,Hotel room,700,1,6,2022-01-02,0.27,8,315,3,
35693035,"Longbeach Dream, your beach escape",262925639,Candy From CVC,,Ward 61,-34.13476,18.33681,Entire home/apt,5000,4,1,2021-04-25,0.09,8,343,1,
35700795,Luxury Apartment in Popular Sea Point,268544951,Propr,,Ward 54,-33.92259,18.38334,Entire home/apt,2779,2,34,2022-02-11,1.02,1,281,21,
35730123,Mawethu Clifton beach apartment,2138774,Nosipho,,Ward 54,-33.97854,18.36344,Entire home/apt,1371,2,75,2022-03-24,2.43,7,348,44,
35747384,Garden Cottage in Tranquil Leafy Constantia,38529703,Alexandra,,Ward 62,-34.03272,18.43305,Entire home/apt,1350,1,99,2022-03-25,3.07,2,257,37,
35781322,Sunny Beach House Kommetjie,56303386,Sarah,,Ward 61,-34.13062,18.33914,Entire home/apt,2000,2,35,2022-03-18,1.09,1,336,20,
35782694,St John's Bauhaus,57917011,Jenifer,,Ward 62,-34.00327,18.46072,Entire home/apt,850,3,6,2021-12-19,0.20,2,361,1,
35786757,Garden Suite with private entry from covered patio,10669644,Petra And Kurt,,Ward 74,-34.01525,18.36003,Private room,1570,1,6,2021-02-14,0.29,4,357,0,
35788844,Stylish apartment with Table Mountain view,80071570,Thomas,,Ward 59,-33.98309,18.46546,Entire home/apt,844,2,29,2022-03-07,0.98,2,311,9,
35792386,Serene Studio. Stylish. Fully-Equipped. Beach 2km.,82822566,Iona,,Ward 74,-34.03616,18.35762,Entire home/apt,661,2,26,2022-03-06,0.78,2,333,1,
35792847,Blick vom Cap d.guten Hoffnung bis zum Tafelberg.,234683464,Wolfgang J.,,Ward 84,-34.09536,18.86792,Entire home/apt,2636,7,0,,,1,363,0,
35796803,Room 6 - Hirondelle at 45 Old Paarl Guesthouse,149110530,Maxime,,Ward 3,-33.89849,18.64525,Private room,600,1,4,2021-11-01,0.15,3,365,1,
35797897,Lolla's Self Catering Unit,268775510,Lotitia,,Ward 102,-33.83725,18.72411,Entire home/apt,750,1,1,2020-01-05,0.04,1,91,0,
35812076,Sanitized Contemporary Apart. in Lux. Development,18612601,Daniel,,Ward 54,-33.92178,18.38013,Entire home/apt,1350,2,82,2022-02-20,2.55,7,244,28,
35813782,Sunny Sea Point studio + Parking + Views,63202371,Scott,,Ward 54,-33.90984,18.39592,Entire home/apt,880,2,1,2020-11-07,0.06,45,137,0,
35819487,Lee's Guest Suite,252507362,Licia,,Ward 107,-33.82439,18.48045,Entire home/apt,490,90,3,2020-02-09,0.11,9,364,0,
35820735,9b Loader Street - 4Star with Roof Hot Tub,98159912,Richard,,Ward 115,-33.91555,18.41633,Entire home/apt,3446,1,32,2022-01-28,0.96,10,160,13,
35824837,Casa Cody - Your home away from home,269481036,Anita,,Ward 103,-33.8439,18.69599,Entire home/apt,600,1,0,,,1,365,0,
35826815,75 Loader Street - 4Star with Roof deck,98159912,Richard,,Ward 115,-33.91486,18.41565,Entire home/apt,2450,1,7,2022-03-10,0.23,10,60,3,
35828411,"Beautiful house, specious, clean and welcoming.",231068866,Sazi,,Ward 107,-33.8049,18.50159,Entire home/apt,2500,3,3,2022-03-02,0.11,1,365,1,
35839817,Icaria,125303570,Jane,,Ward 54,-33.92878,18.37251,Entire home/apt,35000,3,1,2020-02-07,0.04,2,268,0,
35846465,EBIOKENG SELF CATERING APARTMENT,269641606,Nelson,,Ward 113,-33.82979,18.51782,Private room,950,1,0,,,1,365,0,
35857461,Double Room,269751521,Graham,,Ward 115,-33.92611,18.41321,Hotel room,550,1,1,2022-01-01,0.35,2,364,1,
35864196,CENTRAL CAPE TOWN ❤️ STUNNING DESIGNER APARTMENT,188453727,Carmen,,Ward 115,-33.91467,18.41679,Entire home/apt,1431,3,61,2022-03-17,1.84,8,164,40,
35884662,Large Family Victorian home,63913723,Katherine,,Ward 77,-33.9413,18.41128,Entire home/apt,12500,7,0,,,1,86,0,
35888926,Apartment 2 @ The View Sunnycove,269475354,Leonie,,Ward 64,-34.14336,18.43564,Entire home/apt,1400,1,5,2022-01-03,0.16,5,0,1,
35889543,Lola's Inn,269948868,Lewonia,,Ward 11,-33.91804,18.69602,Entire home/apt,700,1,0,,,1,365,0,
35890508,Luxury apartment on the slopes of Table Mountain,269956207,Andrea,,Ward 77,-33.94102,18.42672,Entire home/apt,3324,4,10,2022-03-26,0.37,1,351,6,
35893505,Garden room B&B,13483998,Melody & Leonard,,Ward 73,-34.04146,18.44674,Private room,1850,1,0,,,5,358,0,
35901192,Beautiful house with 180° views,269992269,Candace,,Ward 115,-33.91034,18.4012,Entire home/apt,9643,3,5,2020-03-18,0.17,1,358,0,
35902518,Quirky Crashpad in the Cape Town CBD,50904051,Avril,,Ward 115,-33.92878,18.42173,Entire home/apt,350,1,2,2020-04-03,0.08,5,0,0,
35906209,The Second House 1777 - Heritage Homestay,131300837,Shireen,,Ward 77,-33.92173,18.41558,Entire home/apt,2000,2,11,2021-01-04,0.35,1,45,0,
35916722,Enjoy Labella@Gordon's Bay - Tranquility galore,270156207,Tessa,,Ward 100,-34.14198,18.86113,Entire home/apt,2200,2,0,,,1,365,0,
35917888,"Pool+Hotel style living in Woodstock, Chic design",257734440,Helle,,Ward 115,-33.92742,18.44622,Entire home/apt,1608,20,12,2019-12-23,0.36,40,359,0,
35922794,Apartment 3 @ The View Sunnycove,269475354,Leonie,,Ward 64,-34.14457,18.43723,Entire home/apt,1529,1,18,2022-01-23,0.55,5,243,3,
35924437,Amazing rooms available in our sunny happy home,258512752,Michael,,Ward 115,-33.92734,18.46199,Private room,420,7,1,2019-08-16,0.03,1,0,0,
35951464,"Serenity, Peace and Quiet.",241811140,Michelle,,Ward 8,-33.88171,18.67938,Entire home/apt,850,2,0,,,1,365,0,
35956211,Quiet and tranquil,270465891,Aysha,,Ward 58,-33.95589,18.49281,Private room,500,1,0,,,1,365,0,
35961255,Eagles Eyrie II - 1 Bedroom.,35766635,Michael,,Ward 54,-33.96533,18.3815,Entire home/apt,900,1,2,2022-03-18,0.07,4,115,1,
35966708,Gorgeous modern Victorian lock up & go,106398074,Sonja,,Ward 58,-33.97833,18.4711,Entire home/apt,3250,7,0,,,1,263,0,
35968177,Cozy living in this modern Woodstock home,57869598,Michael,,Ward 57,-33.93295,18.45013,Entire home/apt,850,4,24,2022-03-21,0.73,1,146,13,
35972111,An Every Day Coastal Getaway,237371078,Puseletso,,Ward 23,-33.80282,18.47534,Private room,6500,1,1,2020-01-03,0.04,1,365,0,
35979453,Beachfront bliss,141538525,Marita,,Ward 83,-34.10841,18.82166,Entire home/apt,1000,28,5,2022-01-23,0.17,2,14,1,
35984539,Luxurious family home with majestic mountain views,50007311,Debs,,Ward 59,-33.99339,18.46652,Entire home/apt,6000,14,1,2020-01-05,0.04,2,29,0,
35994670,Designer two bed apartment on Beach road Sea Point,11751211,Kayleigh,,Ward 54,-33.9185,18.38585,Entire home/apt,2000,3,0,,,2,144,0,
35996441,Central and spacious in Harfield,240655377,Julia,,Ward 58,-33.98801,18.47395,Entire home/apt,750,3,8,2021-11-15,0.29,2,179,6,
36009563,Home away from home in Harfield,240655377,Julia,,Ward 58,-33.9867,18.47424,Entire home/apt,1250,3,6,2022-01-29,0.18,2,97,2,
36016786,The seagull manor,270967470,Gaby,,Ward 54,-33.92121,18.3899,Entire home/apt,8000,10,2,2020-01-08,0.07,2,363,0,
36025837,Modern separate entrance in private home.,271031531,Dawn,,Ward 63,-34.00984,18.50428,Entire home/apt,600,2,12,2022-02-20,0.37,2,172,2,
36035408,Home from home - fully equipped separate entrance,271031531,Dawn,,Ward 63,-34.00986,18.5047,Entire home/apt,600,2,17,2022-03-06,0.56,2,82,7,
36035410,Mountain & Beach Home with stunning views of both,25286,Saidah,,Ward 74,-34.02518,18.34088,Entire home/apt,5090,7,0,,,2,180,0,
36047437,Trendy Townhouse | Amazing Views from Rooftop Deck,271197860,Propr,,Ward 115,-33.91592,18.41668,Entire home/apt,2075,3,49,2022-03-13,1.51,1,281,22,
36053272,Tranquility  and Serenity in Camps Bay,36929235,Paul,,Ward 54,-33.94995,18.38807,Entire home/apt,8580,6,24,2022-03-17,0.76,2,181,3,
36059355,Dolphin manor,270967470,Gaby,,Ward 54,-33.92159,18.38975,Entire home/apt,8000,10,1,2020-12-31,0.07,2,364,0,
36060600,Peaceful Garden Apartment next to Hout Bay Beach,271273374,Rachel,,Ward 74,-34.04476,18.35961,Entire home/apt,790,3,17,2020-08-31,0.52,2,288,0,
36074534,Self catering private studio surrounded by garden,32919152,Carol,,Ward 62,-34.00287,18.46884,Entire home/apt,275,2,27,2022-03-07,1.04,1,331,7,
36084230,Cammy's Guesthouse | Unit 2,259545383,Cammy'S,,Ward 8,-33.91783,18.67595,Entire home/apt,650,1,2,2022-03-08,0.48,3,357,2,
36084646,Cammy's Guesthouse | Unit  4,259545383,Cammy'S,,Ward 11,-33.92908,18.67719,Private room,700,1,1,2019-11-12,0.03,3,363,0,
36087933,92 Waterkant Street - 4Star with Plunge pool,98159912,Richard,,Ward 115,-33.91536,18.41678,Entire home/apt,3041,1,6,2021-12-04,0.52,10,293,6,
36090696,Home away from home with Expansive views,169021448,Mara,,Ward 69,-34.13935,18.35855,Private room,543,2,7,2020-01-10,0.21,2,330,0,
36101491,Save secure complex free standing house,271554283,Rina,,Ward 112,-33.82077,18.67741,Entire home/apt,800,3,34,2022-01-24,1.07,1,130,12,
36105849,God's Plans,271451732,Mario,,Ward 12,-33.9467,18.64541,Private room,400,3,0,,,1,365,0,
36118752,Brand New Family Home in Security Estate,47616700,Liam,,Ward 107,-33.79353,18.49937,Entire home/apt,2000,7,1,2022-01-02,0.35,1,358,1,
36120338,Ultra modern apartment with designer style,89044694,Diana,,Ward 115,-33.91276,18.4175,Entire home/apt,1570,2,18,2022-03-15,0.60,7,205,6,
36124579,Thee Bedroom Premier Apartment with marina views,271731103,Mountain Marina,,Ward 115,-33.90737,18.42343,Entire home/apt,6174,3,0,,,9,349,0,
36124581,Luxury two bedroom apartment with a modern touch,271731103,Mountain Marina,,Ward 115,-33.90625,18.42155,Entire home/apt,8429,3,0,,,9,309,0,
36124608,Two bedroom Premier apartment with ocean views,271731103,Mountain Marina,,Ward 115,-33.90755,18.42224,Entire home/apt,4900,3,0,,,9,322,0,
36124627,Three Bedroom Superior apartment with V&A views,271731103,Mountain Marina,,Ward 115,-33.90728,18.42142,Entire home/apt,5200,3,2,2021-12-14,0.07,9,343,1,
36124655,3Bedroom Luxury Premier with breathtaking views,271731103,Mountain Marina,,Ward 115,-33.90762,18.42217,Entire home/apt,10857,3,0,,,9,300,0,
36124665,Three bedroom Presidential Penthouse with pool,271731103,Mountain Marina,,Ward 115,-33.90781,18.42151,Entire home/apt,21000,3,0,,,9,320,0,
36124685,Three Bedroom Luxury Penthouse with V&A views,271731103,Mountain Marina,,Ward 115,-33.90659,18.42214,Entire home/apt,12786,3,0,,,9,152,0,
36124689,Two bedroom Superior apartment  with Marina views,271731103,Mountain Marina,,Ward 115,-33.90587,18.42339,Entire home/apt,4486,3,1,2021-08-10,0.13,9,345,1,
36129164,Modern family home,44378455,Marilize,,Ward 71,-34.06022,18.43664,Entire home/apt,2357,2,6,2022-02-13,0.22,1,300,2,
36132472,"Private Self-Catering Cottage, secure parking",148636793,Charlene,,Ward 55,-33.87501,18.4991,Entire home/apt,550,2,4,2022-01-01,0.12,1,85,2,
36134173,AfroPop | Style | Comfort | Design | Convenience,267867477,Samir,,Ward 115,-33.9261,18.44588,Entire home/apt,1500,4,23,2022-03-12,0.70,4,342,6,
36137574,Quirky Greenpoint/Waterkant apartment,14736986,Derek,,Ward 115,-33.91155,18.4138,Entire home/apt,906,2,131,2022-02-24,3.97,10,318,57,
36142777,3 Star Graded Apartment 4,269475354,Leonie,,Ward 64,-34.14319,18.43687,Entire home/apt,2457,2,2,2020-12-30,0.06,5,232,0,
36142925,Eco Balcony Apartment near Table Mountain,8108425,Anna & Bertus,,Ward 115,-33.92364,18.41941,Entire home/apt,1075,2,87,2022-03-07,2.64,37,317,43,
36154489,Studio on the beach!,113962558,Marc,,Ward 107,-33.82268,18.47887,Entire home/apt,712,2,97,2022-01-31,2.92,22,147,28,
36160855,"Quiet, clean, homely space over holiday season.",24471297,Jani,,Ward 77,-33.94203,18.42019,Entire home/apt,2500,2,0,,,1,365,0,
36161330,Beachfront Gem with Amazing Views!,271977342,Propr,,Ward 54,-33.91935,18.38472,Entire home/apt,2693,3,47,2022-03-21,1.42,1,309,19,
36161649,Breathtaking Penthouse Hotel style living Views!!,257734440,Helle,,Ward 115,-33.92673,18.44508,Entire home/apt,1917,2,131,2022-03-24,3.95,40,335,50,
36163705,"Western Wave Apartment - Modern, Surf, Sea views",38154998,Kim,,Ward 61,-34.14691,18.32145,Entire home/apt,843,2,37,2022-03-21,1.33,1,238,26,
36188436,Art Deco block in Vredehoek sweeping city view,257734440,Helle,,Ward 77,-33.94152,18.42522,Entire home/apt,1078,2,37,2022-02-01,1.14,40,299,21,
36197235,AfroKaans | Home | Art | Design | Convenience,267867477,Samir,,Ward 115,-33.92633,18.44598,Entire home/apt,1500,4,33,2022-02-26,1.04,4,270,9,
36214290,The Cape at its best,36929235,Paul,,Ward 54,-33.93198,18.37876,Entire home/apt,11965,3,7,2020-03-08,0.22,2,36,0,
36226373,Central design studio for urban explorers,15850972,Ryan,,Ward 115,-33.92342,18.42021,Entire home/apt,1038,2,16,2022-03-03,0.51,1,163,7,
36250063,Radio Garden: Flame Lily Room - Nature in the City,67856622,Julia Rosina,,Ward 115,-33.93112,18.44597,Private room,600,3,0,,,2,0,0,
36250770,Magnificent views over Table Mountain,121433793,Augusta,,Ward 55,-33.88339,18.49188,Entire home/apt,700,1,4,2020-03-01,0.15,4,54,0,
36251973,Chambre privée - Villa Camps Bay - Vue panoramique,101209641,Emmanuel,,Ward 54,-33.95189,18.38878,Private room,1700,2,14,2022-03-06,0.45,1,153,1,
36256168,Glen Beach Villa 2B  - 70m to the Beach - Sleeps 4,4214801,Mary-Louise,,Ward 54,-33.94624,18.3799,Entire home/apt,3000,2,22,2021-09-26,0.67,13,128,5,
36258773,Spacious cottage with a private garden,63041358,Brett,,Ward 84,-34.07356,18.86557,Entire home/apt,400,1,12,2020-12-28,0.42,2,113,0,
36259458,Comfortable Space Away from Home just like home,42266389,Gail,,Ward 72,-34.06103,18.4726,Private room,400,2,0,,,1,362,0,
36260776,40 Napier Street - 4Star with Pool,98159912,Richard,,Ward 115,-33.91546,18.41642,Entire home/apt,3324,1,4,2021-10-10,0.13,10,299,3,
36260781,42 Napier Street - 4Star with Roof Hot tub,98159912,Richard,,Ward 115,-33.91551,18.41634,Entire home/apt,3524,1,8,2022-02-11,0.28,10,313,5,
36264372,Dream family home,153858775,Wayne,,Ward 64,-34.13029,18.40672,Entire home/apt,4500,7,1,2020-01-24,0.04,1,15,0,
36265558,Stylish and comfortable with beautiful views,10484689,Scarlett,,Ward 115,-33.91282,18.41836,Entire home/apt,1586,2,26,2022-02-27,0.92,16,84,8,
36269288,Designer Apartment on Atlantic Seaboard,9437403,Lyndall,,Ward 54,-33.92064,18.388,Entire home/apt,1329,2,34,2020-09-27,1.05,1,158,0,
36269793,Enhanced Power,212642206,Rygana,,Ward 43,-34.01223,18.54636,Entire home/apt,500,2,5,2021-04-04,0.16,1,0,1,
36291037,Self Catering Apartment 1 Bedroom,272942745,Sandra,,Ward 2,-33.89706,18.62841,Entire home/apt,500,7,0,,,1,90,0,
36292594,"Central, Secure Sentinel - tasteful accommodation",124245882,Sean,,Ward 115,-33.92409,18.41913,Entire home/apt,950,2,39,2022-01-28,1.22,1,330,5,
36293328,The BLUE green house,272606746,Nathi,,Ward 94,-34.04355,18.67068,Private room,250,1,0,,,1,0,0,
36295824,Exclusive Camps Bay villa on the edge of the ocean,48118705,Janine & Rachel,,Ward 54,-33.96113,18.37341,Entire home/apt,10571,3,29,2022-03-18,0.89,23,287,14,
36296131,Country style home in Hout Bay with Kolkol hot tub,44889437,Karen,,Ward 74,-34.01807,18.37372,Entire home/apt,2900,30,0,,,2,349,0,
36311208,Grace Place Guest Suite,9607847,Brenda,,Ward 58,-33.98267,18.48385,Entire home/apt,643,2,48,2022-01-16,1.51,1,88,19,
36342341,`Bergzicht Niche`for a Restorative or Active Stay,273294763,Julie,,Ward 71,-34.06193,18.44595,Entire home/apt,800,2,4,2022-01-26,0.15,1,75,3,
36366988,Victory View above the harbour and yacht club,271011587,Angela,,Ward 61,-34.19561,18.43448,Private room,900,2,1,2022-02-13,0.70,1,296,1,
36371339,Secluded Apartment with a large patio.,41597675,Christy,,Ward 15,-34.05482,18.85742,Entire home/apt,1440,2,16,2022-01-23,0.62,7,359,5,
36373813,Dolphin Guesthouse Private en suite Room,5646468,Madeleine,,Ward 23,-33.81714,18.4759,Private room,800,2,3,2022-03-13,0.31,2,348,3,
36374466,(401) Wonderful Apartment Near the Beach,12945822,Brett,,Ward 55,-33.88425,18.49398,Entire home/apt,814,3,14,2022-02-24,0.47,14,251,10,
36383792,"Peaceful, Spacious and comfortable private room.",268392329,Carla,,Ward 112,-33.8159,18.64299,Private room,551,2,19,2022-03-06,0.60,1,160,2,
36399263,"Secluded, private cottage with garden",5207451,Howard,,Ward 57,-33.93445,18.45063,Entire home/apt,600,1,28,2022-01-06,0.88,3,205,8,
36400176,Stonehurst Guest House - Two Bedroom Flat,273697893,Stonehurst Guesthouse,,Ward 54,-33.91097,18.3962,Private room,1750,2,6,2021-12-20,0.19,5,95,2,
36407163,Cozy and Elegant,176560641,Phindile,,Ward 115,-33.91761,18.42689,Entire home/apt,1810,1,0,,,1,180,0,
36409702,Pleasant Ways,273749629,Nox,,Ward 54,-33.91743,18.38734,Entire home/apt,4799,4,86,2022-03-18,2.70,1,304,56,
36415160,* Afro Chic Design Apartment + Pool & Parking *,223269541,Sabata & Manon,,Ward 115,-33.923862,18.415758,Entire home/apt,800,2,147,2022-03-14,4.48,1,234,61,
36430512,"Victorian Beach cottage, sea views in Simonstown.",1871116,Louis,,Ward 61,-34.18546,18.42342,Entire home/apt,1400,5,17,2021-12-26,0.60,4,71,6,
36432609,PRIME LLANDUDNO BEACHFRONT HOLIDAY HOME,6269301,Lisa,,Ward 74,-34.00917,18.34172,Entire home/apt,15000,10,0,,,21,364,0,
36437092,"The Kenton, Sea Point . Self catering accomodation",273939034,Tania,,Ward 54,-33.91585,18.39059,Entire home/apt,2500,2,19,2020-03-14,0.58,6,23,0,
36463732,"Horizon Bay 203, Beachfront with Sea view",62737212,Sabinè,,Ward 107,-33.82121,18.47713,Entire home/apt,2300,5,7,2022-03-19,0.27,1,353,3,
36465157,House on the lake,23566386,Alex,,Ward 67,-34.06331,18.51017,Entire home/apt,2643,2,2,2022-03-21,0.13,1,163,1,
36466476,Bustling burbs!,63856540,Hector,,Ward 58,-33.97232,18.4921,Entire home/apt,350,2,146,2022-03-25,4.46,1,27,35,
36477093,Lemon Tree Loft Apartment,110434181,Richard And Kathryn,,Ward 73,-34.03839,18.46212,Entire home/apt,591,3,17,2019-12-29,0.52,1,300,0,
36477784,SEASIDE VIEW @ BLOUBERGSTRAND,164089132,Marie,,Ward 107,-33.82006,18.4759,Entire home/apt,1430,2,2,2022-02-05,0.07,2,318,1,
36478676,Elegant 3 bedroom penthouse right on the beach !,185099650,Deon,,Ward 23,-33.72456,18.44238,Entire home/apt,950,3,1,2021-12-31,0.34,1,261,1,
36479683,Camps Bay Panoramic Sea View - 17 m Infinity Pool,3929808,Lavinia,,Ward 54,-33.95461,18.3813,Entire home/apt,17464,4,18,2022-03-23,1.04,13,286,14,
36483767,Five Star 1 Bed 1 Bath Luxury Hotel Suite,14120131,Cathy,,Ward 115,-33.90413,18.40635,Entire home/apt,1950,2,8,2022-01-24,0.49,21,356,5,
36497540,Convenient and comfortable rooms.,2086596,Valerie,,Ward 59,-33.98886,18.46538,Private room,300,3,5,2021-10-03,0.18,1,262,2,
36502289,★Central &Convenient★Netflix★WiFi★Gym &Laundromat★,87234125,Evolve,,Ward 115,-33.91865,18.42388,Entire home/apt,551,1,19,2022-02-23,0.62,25,281,6,
36503740,Private and stylish-secret gem close to the city.,9496372,Leigh,,Ward 77,-33.93298,18.40693,Entire home/apt,3179,6,2,2020-02-21,0.07,6,1,0,
36506271,52 Loader Street - Luxury with fountain garden,98159912,Richard,,Ward 115,-33.91487,18.41586,Entire home/apt,2261,1,4,2022-02-24,0.26,10,343,1,
36508709,The Road Les Travelled,208015071,Sheron,,Ward 115,-33.92733,18.41484,Entire home/apt,800,2,0,,,1,0,0,
36513072,Home away from home.,274512752,Razia,,Ward 26,-33.90326,18.5802,Entire home/apt,400,3,8,2021-01-22,0.24,2,10,0,
36514236,City Sanctuary Apartment Suite,403430235,James,,Ward 115,-33.92483,18.42154,Entire home/apt,1176,1,3,2021-06-19,0.10,1,310,1,
36523792,Large Holiday Garden Cottage near beach and Shops,39365952,Denise,,Ward 55,-33.87595,18.4968,Entire home/apt,689,2,10,2022-02-20,0.33,2,201,5,
36535145,Corner Cottage - Welgelegen,274676442,Liana,,Ward 1,-33.86587,18.56545,Entire home/apt,380,1,40,2022-03-24,1.22,1,74,14,
36536208,MAGELLAN'S HOTEL,104619780,Tinashe,,Ward 61,-34.20024,18.44707,Private room,1907,1,1,2022-01-02,0.35,1,365,1,
36539401,Bantry Bay/Seapoint. 3 minute walk to beach.,55352369,Mike,,Ward 54,-33.92268,18.38083,Entire home/apt,957,1,120,2022-03-15,3.70,2,336,58,
36540734,Cabin On 45,274703897,Megan,,Ward 71,-34.08909,18.45114,Entire home/apt,600,3,2,2020-10-30,0.07,1,322,0,
36541141,Elegant upmarket apartment front row beachfront,146434373,Deon,,Ward 23,-33.72405,18.44269,Entire home/apt,900,2,3,2020-03-01,0.11,2,177,0,
36541342,Apartment8 @ The View Sunnycove,269475354,Leonie,,Ward 64,-34.14277,18.43523,Entire home/apt,1186,1,3,2022-03-21,0.10,5,253,2,
36543017,Homely and sunny studio style open plan bedroom,272913102,Dawn,,Ward 113,-33.82762,18.49319,Private room,400,2,15,2022-01-24,0.48,1,332,2,
36558528,Luxury Loft,62389912,Robyn,,Ward 74,-34.04194,18.35302,Entire home/apt,950,2,7,2022-03-25,0.24,1,331,2,
36575479,Beautiful lagoon Beach home,274946650,Haley,,Ward 55,-33.89191,18.48778,Entire home/apt,2800,7,0,,,1,270,0,
36582356,Beautiful Ground Floor Apartment at the Waterfront Marina (A001),103220357,Nox,,Ward 115,-33.91051,18.4199,Entire home/apt,2691,4,18,2022-03-10,0.65,7,293,17,
36583597,Capricorn Beach Cottage,334271737,Godfrey,,Ward 64,-34.09864,18.48764,Entire home/apt,1500,3,6,2020-12-27,0.23,1,269,0,
36588037,Convenient for 1 traveler.,234774802,Emma,,Ward 107,-33.79787,18.48931,Private room,500,1,0,,,1,364,0,
36616980,Superior Apartment,167881103,Assen,,Ward 115,-33.91846,18.4242,Private room,2511,1,0,,,3,335,0,
36617973,African Guest Villa with Spectacular Views,275235536,Eugene,,Ward 74,-34.0141,18.35544,Entire home/apt,2149,5,1,2020-03-08,0.04,1,312,0,
36619686,Relaxed Constantia home with pool and games room,75867155,Belinda,,Ward 73,-34.02203,18.45888,Entire home/apt,2250,5,2,2022-03-15,0.07,2,5,1,
36621369,Luxury Pool Villa | Tranquil Oasis in the City,275254133,Propr,,Ward 115,-33.91063,18.41294,Entire home/apt,13914,4,14,2021-09-16,0.49,3,0,6,
36622818,Chic Apartment in Quiet Green Point | Pool Access,275254133,Propr,,Ward 115,-33.91252,18.414,Entire home/apt,3327,4,3,2021-08-30,0.19,3,0,1,
36623488,Designer Retreat | Apartment in Quiet Green Point,275254133,Propr,,Ward 115,-33.91247,18.41298,Entire home/apt,4514,2,4,2021-05-26,0.13,3,0,3,
36623604,503 The Cosmopolitan...... Luxury and Views!!!,185308070,LaStay,,Ward 54,-33.92235,18.37995,Entire home/apt,1373,1,25,2021-12-26,0.76,60,339,7,
36623843,Audiophile relax hideaway,41236448,Jan,,Ward 64,-34.09209,18.47623,Entire home/apt,2156,3,53,2022-03-22,1.72,1,281,31,
36638599,Inner City Living at Green Market Square,42449000,Bisera,,Ward 115,-33.92292,18.42062,Entire home/apt,655,2,12,2022-02-21,0.47,2,255,7,
36647495,Funky 1 bed apt in vibey Sea Point.,63848518,Roland,,Ward 54,-33.92151,18.38265,Entire home/apt,1234,2,75,2022-03-20,2.39,26,57,31,
36648513,Spacious 2 bed apt in trendy Sea Point.,63848518,Roland,,Ward 54,-33.92178,18.38293,Entire home/apt,2495,2,51,2022-03-17,1.59,26,156,13,
36654838,Barefoot-on-Beach,56778525,Therina,,Ward 83,-34.11288,18.82171,Entire home/apt,1200,5,0,,,1,362,0,
36656022,Voir la Mer - Blouberg Beach,226840790,Sanet,,Ward 107,-33.82424,18.47827,Entire home/apt,1371,2,40,2022-01-29,1.29,1,163,15,
36659346,Gay friendly in a quiet block,214934596,Michael,,Ward 62,-34.00584,18.46071,Private room,450,7,0,,,1,90,0,
36661735,(509) Stylish Apartment with Stunning Bay Views,12945822,Brett,,Ward 55,-33.88469,18.49093,Entire home/apt,914,3,39,2022-02-26,1.20,14,237,15,
36684932,"B403 Sea Spray - Beachfront, Splendid Views with BBQ, WiFi and Secure Parking",2516345,Jaco,,Ward 107,-33.82493,18.47862,Entire home/apt,1904,3,5,2022-01-08,0.18,65,335,3,
36709549,Dolphin Cottage - 40 Winks Accommodation.,13293956,Lauraine,,Ward 15,-34.07898,18.83359,Entire home/apt,550,3,0,,,3,146,0,
36711812,The Oyster - Upmarket Apartment with Ocean Views,31792823,Josef,,Ward 23,-33.79872,18.45979,Entire home/apt,1580,2,3,2022-03-22,0.10,1,360,1,
36712622,"Beautiful, bright home, walking distance to beach.",60916876,Kirsten,,Ward 64,-34.10642,18.47073,Entire home/apt,700,2,14,2022-02-21,0.45,1,30,5,
36715932,Sunset Beach - modern family villa,30328811,David,,Ward 4,-33.85121,18.49417,Entire home/apt,6000,7,0,,,1,179,0,
36720147,40 Winks Accommodation - Squirrel Cottage.,13293956,Lauraine,,Ward 15,-34.07743,18.83493,Entire home/apt,550,3,0,,,3,166,0,
36721187,201@Rockwell ClassicCityLiving *TableBayViews*V&A*,15227264,Raze,,Ward 115,-33.91676,18.42141,Entire home/apt,1800,4,16,2022-03-15,0.51,1,237,1,
36731906,"Luxury Beach Front Apt - Kite Beach,Bloubergstrand",41705437,Bryce,,Ward 107,-33.82289,18.47675,Entire home/apt,1443,4,15,2021-12-20,0.46,1,106,5,
36742529,Big Bay Beach Club 122,3961453,Blouberg Holiday Rentals,,Ward 23,-33.752949,18.442402,Entire home/apt,1407,2,1,2021-05-16,0.09,74,349,1,
36745224,Penthouse Apartment with spectacular views,207530661,Laura,,Ward 64,-34.126865,18.448566,Entire home/apt,3000,3,12,2022-02-27,0.39,4,85,7,
36745982,"Small, quiet space close to Newlands Stadium.",124936237,Ashley,,Ward 58,-33.97626,18.47233,Entire home/apt,450,2,3,2020-03-13,0.12,1,115,0,
36746379,Hotel Style living +POOL in Arty Woodstock VIEWS!,261535066,Kim,,Ward 115,-33.92739,18.44635,Entire home/apt,1139,20,24,2020-02-03,0.74,52,334,0,
36746919,House Kenyon,276216027,Hilmarie,,Ward 100,-34.16022,18.87056,Entire home/apt,900,2,1,2019-10-06,0.03,1,363,0,
36749118,Sunny Spacious Silwood !,186573473,Penny,,Ward 58,-33.96071,18.48145,Entire home/apt,2000,1,47,2022-03-22,1.49,1,333,27,
